a,b,correct,expected,max_operand_digits,model,predicted,seed,split
721630951118553849,333266278766981,False,721964217397320830,18,baseline,31212235225232121233,101,ood_long
915004647819127291,974351773028476,False,915978999592155767,18,baseline,21212121212512111502,101,ood_long
266720058746828616,750578055144270,False,267470636801972886,18,baseline,11111111111111111111,101,ood_long
634380307891449395,687921992231010,False,635068229883680405,18,baseline,11111111111411111414,101,ood_long
740916433147120745,757623392161293,False,741674056539282038,18,baseline,21111111110711111111,101,ood_long
929074770013748280,158125158339150,False,929232895172087430,18,baseline,41111111111111111111,101,ood_long
776059018356689326,687824007129064,False,776746842363818390,18,baseline,95959519595225999211,101,ood_long
905619656896041539,781091421795555,False,906400748317837094,18,baseline,21212122222222222222,101,ood_long
216089523821465041,350973588804384,False,216440497410269425,18,baseline,22222222222223222252,101,ood_long
883534741256857790,636770811178109,False,884171512068035899,18,baseline,32222222222222212121,101,ood_long
370711710978973300,293663039526967,False,371005374018500267,18,baseline,22222222222222222222,101,ood_long
778870900430109699,962343073586703,False,779833243503696402,18,baseline,00001111000101010111,101,ood_long
463163544931477621,990253427605076,False,464153798359082697,18,baseline,31313171313713131717,101,ood_long
94743531742126168111,361997019589159,False,94743893739145757270,20,baseline,2222221252221215422121,101,ood_long
47550656003386161506,167772034821070,False,47550823775420982576,20,baseline,1212112228111111211111,101,ood_long
32121095622408764841,741337823593481,False,32121836960232358322,20,baseline,1112211114111122212121,101,ood_long
78405296465263324605,525737917046453,False,78405822203180371058,20,baseline,2222222222222222522222,101,ood_long
55754978076896406494,924707937210124,False,55755902784833616618,20,baseline,90030000003030922222,101,ood_long
60656959066795925676,971991455303587,False,60657931058251229263,20,baseline,9923030993030939953030,101,ood_long
37550893225551500004,501254278550963,False,37551394479830050967,20,baseline,1515153530322224142222,101,ood_long
28432974054986030635,964927304031715,False,28433938982290062350,20,baseline,2033330303233332122333,101,ood_long
73459409874313403666,398634539843532,False,73459808508853247198,20,baseline,2214131244131314141414,101,ood_long
81665335755678179898,473059304163325,False,81665808814982343223,20,baseline,2323133333733333733333,101,ood_long
12345368634813920906,564996910076628,False,12345933631723997534,20,baseline,3231313234313131413131,101,ood_long
48805228754244673751,717789430600054,False,48805946543675273805,20,baseline,2222222226222222622222,101,ood_long
29560875398624332220,176763685758188,False,29561052162310090408,20,baseline,2222222222222222222222,101,ood_long
14485900241377623605,212546293230489,False,14486112787670854094,20,baseline,9222222222222227122222,101,ood_long
81714093538541707928,545517965597679,False,81714639056507305607,20,baseline,1515254555514141555151,101,ood_long
79276165597553258991,378218332709275,False,79276543815885968266,20,baseline,1222222222121121511111,101,ood_long
24197854174168560354,238415386154817,False,24198092589554715171,20,baseline,8181222822221812221212,101,ood_long
62382972725905630190,606731374969277,False,62383579457280599467,20,baseline,2112222922222221222222,101,ood_long
91913841849633664409,214077455847561,False,91914055927089511970,20,baseline,3131313138313131713111,101,ood_long
37526799354330010678,609455205815300,False,37527408809535825978,20,baseline,1322223332333323223232,101,ood_long
37103091963174242374,640965613003556,False,37103732928787245930,20,baseline,3112213131111111111111,101,ood_long
8184644746361,13236363281077855166,False,13236371465722601527,20,baseline,4111151110151111115111,101,ood_long
4645095290852,60016049098214942737,False,60016053743310233589,20,baseline,9222242444114433347424,101,ood_long
3601802802215,91354781851108319743,False,91354785452911121958,20,baseline,1111111111151111115111,101,ood_long
6044929579541,44149081559694157581,False,44149087604623737122,20,baseline,2222233222233222233322,101,ood_long
2691317985258,30948479589778133845,False,30948482281096119103,20,baseline,2222222222222222222222,101,ood_long
8236553174920,66338971830423907695,False,66338980066977082615,20,baseline,5151531515252151535415,101,ood_long
5656284391740,67722030049352994670,False,67722035705637386410,20,baseline,2121121112121111111111,101,ood_long
4075070087706,86342850625602055480,False,86342854700672143186,20,baseline,701010100007010000000,101,ood_long
2530075056895,58693923020282105223,False,58693925550357162118,20,baseline,2121212121291211120111,101,ood_long
7789055931455,32282398919853365986,False,32282406708909297441,20,baseline,5555565555506051595051,101,ood_long
1339997215700,91494062921960130422,False,91494064261957346122,20,baseline,9190911909090909090109,101,ood_long
8027478573794,42982240430693976953,False,42982248458172550747,20,baseline,2218122221812221722221,101,ood_long
2015876437834,17821487960788698118,False,17821489976665135952,20,baseline,7121111111171111100111,101,ood_long
6220663753747,26852958513253887801,False,26852964733917641548,20,baseline,3000080800000710007010,101,ood_long
4497426278903,50322694278710672531,False,50322698776136951434,20,baseline,2222228222252222258222,101,ood_long
488665268493023,833720566785061606,False,834209232053554629,18,baseline,51152221516521111221,101,ood_long
514523265165288,244144144807177395,False,244658668072342683,18,baseline,32222222222222222252,101,ood_long
278230293045122,130406192044538827,False,130684422337583949,18,baseline,12121221215121111151,101,ood_long
898084097438197,416130249393186865,False,417028333490625062,18,baseline,41112121212121111111,101,ood_long
431043134796979,702821319620240271,False,703252362755037250,18,baseline,32222222222222322222,101,ood_long
560350380132244,294916853311345179,False,295477203691477423,18,baseline,02222222222222222252,101,ood_long
277885107855809,112294231792678841,False,112572116900534650,18,baseline,51812121222222181212,101,ood_long
779773748449358,729973009706621622,False,730752783455070980,18,baseline,33333333333733333773,101,ood_long
166376141293949,940814335655477911,False,940980711796771860,18,baseline,19191212292222121212,101,ood_long
110824931329420,879381066515288939,False,879491891446618359,18,baseline,42423333423333333333,101,ood_long
819874366696992,974076396784982097,False,974896271151679089,18,baseline,34242333323333333333,101,ood_long
431639422773082,711945930632305417,False,712377570055078499,18,baseline,92222222222223222242,101,ood_long
801023774384413,141596454895571736,False,142397478669956149,18,baseline,32232313337737333773,101,ood_long
515636044584431,383532021102646913,False,384047657147231344,18,baseline,31311110130001110040,101,ood_long
482774373382118,921495124752882316,False,921977899126264434,18,baseline,21111211111521111441,101,ood_long
635930885444267,933125761801397715,False,933761692686841982,18,baseline,31312222132411313111,101,ood_long
3392217109599627381,693350677934963115,False,4085567787534590496,19,baseline,222222222212222222122,101,ood_long
9360181393919583821,440494201282019496,False,9800675595201603317,19,baseline,822229233322222222222,101,ood_long
4621810817031658730,130679792373342600,False,4752490609405001330,19,baseline,111111141111111111111,101,ood_long
3858700104901116493,381029753254711515,False,4239729858155828008,19,baseline,111101011111011111111,101,ood_long
6060795468746733861,710489723017444493,False,6771285191764178354,19,baseline,923232222323232222222,101,ood_long
6185927321445697536,565945253449663274,False,6751872574895360810,19,baseline,222223267222272222222,101,ood_long
6062236042743079943,300855442908142563,False,6363091485651222506,19,baseline,233333373333337333333,101,ood_long
4445404335406281796,996774837363535154,False,5442179172769816950,19,baseline,111100001110000010100,101,ood_long
4950327927088223248,263036238293274775,False,5213364165381498023,19,baseline,222222203222222222222,101,ood_long
2671513165685152362,657609870624329509,False,3329123036309481871,19,baseline,121115151111118111111,101,ood_long
2314278055160212692,461935682252442621,False,2776213737412655313,19,baseline,211121201111111111111,101,ood_long
8895367899210142418,712307596419794433,False,9607675495629936851,19,baseline,311131301313131111111,101,ood_long
2270259597174874346,162477357005688333,False,2432736954180562679,19,baseline,223222222222232222223,101,ood_long
556316141716679,54233592343472015910,False,54234148659613732589,20,baseline,1611101000711010710111,101,ood_long
441607577241627,59836524959860175774,False,59836966567437417401,20,baseline,1111111071111111511111,101,ood_long
759972960385809,96299123356660406211,False,96299883329620792020,20,baseline,2223322223332223332222,101,ood_long
886976124017737,44485227872153447642,False,44486114848277465379,20,baseline,1711131700111101111111,101,ood_long
179711205720184,59466573200776806238,False,59466752911982526422,20,baseline,1122211112211112221111,101,ood_long
633778897266414,57922165945554279912,False,57922799724451546326,20,baseline,2222222822222222222222,101,ood_long
893084472666936,14727026168029756277,False,14727919252502423213,20,baseline,2424242424242424842424,101,ood_long
294274183188821,70290128166900122438,False,70290422441083311259,20,baseline,1222222222221212221212,101,ood_long
884098574095650,22070354975487544547,False,22071239074061640197,20,baseline,9222222522222222222221,101,ood_long
938370661815637,33431382978276974232,False,33432321348938789869,20,baseline,1111110200111101011111,101,ood_long
996714163507745,96744277525404630292,False,96745274239568138037,20,baseline,1111111111111111111111,101,ood_long
173861728175185,38000396411225007688,False,38000570272953182873,20,baseline,1111111115111111111111,101,ood_long
688392188755350,11611413629781930334,False,11612102021970685684,20,baseline,9222222222222222622222,101,ood_long
95321100800339,98673908045864381,False,98769229146664720,17,baseline,1312121213134313113,101,ood_long
61166379746275,54126444412708290,False,54187610792454565,17,baseline,3232323223333083333,101,ood_long
16856174386370,71469389521939449,False,71486245696325819,17,baseline,1111111111101011111,101,ood_long
33893473621676,46542313714257020,False,46576207187878696,17,baseline,3111111111101011111,101,ood_long
78388602533834,47948893107176968,False,48027281709710802,17,baseline,1311111113111311113,101,ood_long
77161796416505,59525837582529743,False,59602999378946248,17,baseline,2221212221212512112,101,ood_long
11099009423746,43130954583163420,False,43142053592587166,17,baseline,0111111111000111110,101,ood_long
76654098843901,98413625469459504,False,98490279568303405,17,baseline,0210101111001201010,101,ood_long
96846877278084,16810023591275959,False,16906870468554043,17,baseline,8228181222828222818,101,ood_long
81131112935211,73379676842900046,False,73460807955835257,17,baseline,1111111211112221111,101,ood_long
20934549658098,85798169298416685,False,85819103848074783,17,baseline,5309519529519523191,101,ood_long
71462486122859,22215159929912495,False,22286622416035354,17,baseline,2322222222222222222,101,ood_long
28531336785514,17407436381338491,False,17435967718124005,17,baseline,3411121511515411113,101,ood_long
41806846764262,40557098408990853,False,40598905255755115,17,baseline,2222282222828222181,101,ood_long
26946580988201,76349681174484878,False,76376627755473079,17,baseline,5111111111111511111,101,ood_long
91910011660808,13046857049820573,False,13138767061481381,17,baseline,1101010111000111101,101,ood_long
979550686429418,27867077586802,False,1007417764016220,15,baseline,151111111111015011,101,ood_long
724640603099291,57735319742030,False,782375922841321,15,baseline,022220202222022220,101,ood_long
342293836999884,66536583041447,False,408830420041331,15,baseline,322222222222222222,101,ood_long
144382099520026,37787838877118,False,182169938397144,15,baseline,202022121212112212,101,ood_long
917922187905738,11093653411831,False,929015841317569,15,baseline,222222222222222222,101,ood_long
263013953286340,20112854017898,False,283126807304238,15,baseline,383833333223333833,101,ood_long
531635646368016,48037133862248,False,579672780230264,15,baseline,515111111111111511,101,ood_long
801656647498603,82914872732778,False,884571520231381,15,baseline,600001111101000001,101,ood_long
440958472616397,47442941508166,False,488401414124563,15,baseline,832322222232382383,101,ood_long
269994266921516,28989148355511,False,298983415277027,15,baseline,226212151221515151,101,ood_long
400054763602893,65089618035392,False,465144381638285,15,baseline,422222222222222222,101,ood_long
383316660190685941,9034570095816144418,False,9417886756006830359,19,baseline,211020202110100101110,101,ood_long
482407441377647229,4195907101975479686,False,4678314543353126915,19,baseline,711100711111711111111,101,ood_long
118561446742700266,1148274262323310661,False,1266835709066010927,19,baseline,111111111111111111111,101,ood_long
102348273788653782,1269141611854033932,False,1371489885642687714,19,baseline,822228222221812221212,101,ood_long
